Shot Name,Right Shoulder (x),Right Shoulder (y),Right Shoulder (z),Left Shoulder (x),Left Shoulder (y),Left Shoulder (z),Right Elbow (x),Right Elbow (y),Right Elbow (z),Left Elbow (x),Left Elbow (y),Left Elbow (z),Right Hip (x),Right Hip (y),Right Hip (z),Left Hip (x),Left Hip (y),Left Hip (z),Right Knee (x),Right Knee (y),Right Knee (z),Left Knee (x),Left Knee (y),Left Knee (z),Right Ankle (x),Right Ankle (y),Right Ankle (z),Left Ankle (x),Left Ankle (y),Left Ankle (z)
PullShot,0.4653097987174988,0.26996049284935,0.17262804508209229,0.5474721789360046,0.25416722893714905,-0.05533953383564949,0.47151556611061096,0.3297463357448578,0.002716983435675502,0.5922746062278748,0.3684867024421692,-0.22036226093769073,0.49534687399864197,0.5330685973167419,0.09980208426713943,0.4993596374988556,0.5178297162055969,-0.1000334843993187,0.4733737111091614,0.7265888452529907,0.04019258916378021,0.41540032625198364,0.6841853857040405,-0.13464011251926422,0.5720496773719788,0.8680599927902222,0.17476056516170502,0.3514420986175537,0.8953145146369934,-0.1522761881351471
PullShot,0.4397503137588501,0.2604338228702545,-0.0516546405851841,0.5234105587005615,0.275674432516098,0.21181927621364594,0.40634772181510925,0.37440237402915955,-0.24678434431552887,0.5522060990333557,0.3025325536727905,0.03128277137875557,0.4921607971191406,0.5247681736946106,-0.1169532909989357,0.5095237493515015,0.525948703289032,0.11664900183677673,0.5785389542579651,0.6850720047950745,-0.19984467327594757,0.5252693295478821,0.7253913879394531,0.037631381303071976,0.64689701795578,0.884594202041626,-0.24424783885478973,0.4263731837272644,0.8570438027381897,0.06926945596933365
PullShot,0.43996623158454895,0.26451125741004944,0.20687197148799896,0.5033222436904907,0.23379772901535034,-0.07447025179862976,0.41170182824134827,0.3374245762825012,0.04005782678723335,0.5644938349723816,0.3272780776023865,-0.22471939027309418,0.5030988454818726,0.5247431993484497,0.10701990872621536,0.4994910955429077,0.5115072727203369,-0.10724525153636932,0.5101800560951233,0.7165073752403259,0.030399208888411522,0.44909629225730896,0.7043288946151733,-0.10124325752258301,0.6350748538970947,0.823421835899353,0.09766672551631927,0.42799922823905945,0.9268717169761658,-0.10933669656515121
PullShot,0.4471037983894348,0.2585141360759735,-0.06165678799152374,0.5149651169776917,0.2805039584636688,0.23313254117965698,0.40789783000946045,0.3723711371421814,-0.21054129302501678,0.5418463349342346,0.3299712836742401,0.19444800913333893,0.49610665440559387,0.5240634083747864,-0.10527762025594711,0.5028054714202881,0.5269852876663208,0.10486508160829544,0.581022322177887,0.6857109069824219,-0.16724145412445068,0.5148985385894775,0.7302598357200623,0.021073684096336365,0.6477630734443665,0.8866562843322754,-0.20369653403759003,0.4248771369457245,0.8585754632949829,-0.008326987735927105
PullShot,0.6412502527236938,0.3456585705280304,-0.048633940517902374,0.6557785272598267,0.4403763711452484,0.2745749056339264,0.5513936281204224,0.330604612827301,-0.2729424834251404,0.6376112699508667,0.49578729271888733,0.19212889671325684,0.48713091015815735,0.49575579166412354,-0.11733593046665192,0.4871309995651245,0.5057179927825928,0.11700805276632309,0.41215887665748596,0.6777649521827698,-0.18132267892360687,0.3714990019798279,0.6105558276176453,0.03234768286347389,0.3028371334075928,0.8307733535766602,-0.24389182031154633,0.23546764254570007,0.5327960252761841,0.04030677303671837
PullShot,0.4779796004295349,0.2731245756149292,0.23572859168052673,0.5510352849960327,0.2524009346961975,-0.055334120988845825,0.45995432138442993,0.35778385400772095,0.08449196815490723,0.5904359817504883,0.37197014689445496,-0.12765604257583618,0.49810630083084106,0.5274891257286072,0.11638257652521133,0.49921247363090515,0.5159813761711121,-0.11656984686851501,0.4741594195365906,0.7116961479187012,-0.00606533931568265,0.4153663218021393,0.6755375266075134,-0.14096307754516602,0.5727299451828003,0.8610231876373291,-0.00398899894207716,0.352072536945343,0.8884036540985107,-0.17351073026657104
PullShot,0.4326666593551636,0.27202919125556946,-0.06806300580501556,0.49668872356414795,0.2713364362716675,0.20893263816833496,0.40901926159858704,0.38044002652168274,-0.259238600730896,0.5486584305763245,0.31577202677726746,0.05850112810730934,0.49297645688056946,0.5166955590248108,-0.09906569123268127,0.5039831399917603,0.5203562378883362,0.0987885370850563,0.5746152997016907,0.6765816807746887,-0.21324522793293,0.5253534913063049,0.7001258134841919,0.02328932285308838,0.6479185223579407,0.8800454139709473,-0.24447065591812134,0.42947834730148315,0.8585377335548401,0.03715496510267258
PullShot,0.36595427989959717,0.21542254090309143,-0.1014098972082138,0.4580274224281311,0.23129770159721375,0.07934921979904175,0.2850141227245331,0.2442152202129364,-0.36507996916770935,0.46708202362060547,0.2581497132778168,-0.1393900215625763,0.4153558611869812,0.4814321994781494,-0.09844720363616943,0.43658891320228577,0.4768030345439911,0.09814630448818207,0.48723965883255005,0.6361610889434814,-0.23691853880882263,0.4078598916530609,0.6645042300224304,0.06730281561613083,0.5299426913261414,0.8301279544830322,-0.2676244080066681,0.3030872344970703,0.8049290180206299,0.12912298738956451
PullShot,0.2735450565814972,0.3453177809715271,-0.13822811841964722,0.36452051997184753,0.3068154454231262,0.03292955085635185,0.21926048398017883,0.4379812180995941,-0.34725522994995117,0.37421396374702454,0.3363102674484253,-0.13252371549606323,0.4166948199272156,0.5438334345817566,-0.0869201123714447,0.4320492446422577,0.5265694260597229,0.08661738783121109,0.537954568862915,0.6317402124404907,-0.18336257338523865,0.49571990966796875,0.6961226463317871,0.05291920155286789,0.6550067067146301,0.758317232131958,-0.189553901553154,0.4515054225921631,0.8955148458480835,0.04113371670246124
PullShot,0.42634573578834534,0.17316573858261108,-0.1373128890991211,0.5195223689079285,0.22994109988212585,0.045394014567136765,0.34199976921081543,0.16978612542152405,-0.408687949180603,0.5127642154693604,0.25414538383483887,-0.17016054689884186,0.4164826571941376,0.450681209564209,-0.10360076278448105,0.4445955753326416,0.45659321546554565,0.1033121645450592,0.46021443605422974,0.6260088086128235,-0.23223432898521423,0.3850378692150116,0.6235650181770325,0.058099839836359024,0.46741577982902527,0.8301991820335388,-0.2560001015663147,0.2536740303039551,0.7193953990936279,0.11186613887548447
PullShot,0.5337965488433838,0.22584030032157898,0.0859292596578598,0.6291918158531189,0.2159462422132492,-0.059347547590732574,0.5354790091514587,0.25350576639175415,-0.13357461988925934,0.6974382996559143,0.23919928073883057,-0.27482664585113525,0.5574257373809814,0.487008661031723,0.08717311173677444,0.5832481384277344,0.48509496450424194,-0.08743812888860703,0.5864706039428711,0.6634643077850342,0.039478547871112823,0.4990400969982147,0.6427452564239502,-0.19946353137493134,0.6910050511360168,0.7997491359710693,0.10938932001590729,0.4562450647354126,0.8397849798202515,-0.22829128801822662
PullShot,0.36410248279571533,0.21155259013175964,-0.16579654812812805,0.4614669382572174,0.22164800763130188,0.016239698976278305,0.2832915186882019,0.2396477460861206,-0.42843762040138245,0.4647276699542999,0.25667524337768555,-0.1993732452392578,0.4095311164855957,0.4741048216819763,-0.09848123043775558,0.43771639466285706,0.4708370864391327,0.09816046804189682,0.4806867837905884,0.6392024159431458,-0.24557556211948395,0.4222813546657562,0.6574500799179077,0.057506904006004333,0.5305914878845215,0.8273933529853821,-0.2607137858867645,0.3049103617668152,0.8032251596450806,0.09795107692480087
PullShot,0.7027043700218201,0.4802955090999603,0.0580873116850853,0.7365830540657043,0.613337516784668,-0.09309766441583633,0.6832563877105713,0.48977217078208923,-0.1811831295490265,0.7310986518859863,0.7251729965209961,-0.2903902232646942,0.5397982001304626,0.5759831666946411,0.0776386633515358,0.548851728439331,0.6172480583190918,-0.07791207730770111,0.41115495562553406,0.6366472244262695,-0.06521440297365189,0.41984543204307556,0.5518959164619446,-0.1653607189655304,0.33846598863601685,0.8236299157142639,-0.043952614068984985,0.261976033449173,0.5400513410568237,-0.19860996305942535
PullShot,0.2543615698814392,0.5242446660995483,-0.08680212497711182,0.3089926540851593,0.41264691948890686,0.0664132833480835,0.2320944219827652,0.6354086995124817,-0.33815670013427734,0.3266233801841736,0.4244517683982849,-0.1600877344608307,0.43889319896698,0.5929518342018127,-0.09086835384368896,0.44661977887153625,0.5679479837417603,0.09049242734909058,0.5779815912246704,0.592195451259613,-0.19688419997692108,0.5589106678962708,0.6641780138015747,0.0050324625335633755,0.7235499024391174,0.6238069534301758,-0.19954617321491241,0.602195680141449,0.8728907108306885,-0.03681357577443123
PullShot,0.3656105101108551,0.21387264132499695,-0.13038092851638794,0.46556761860847473,0.21925079822540283,0.020240679383277893,0.28502869606018066,0.2417781949043274,-0.37326696515083313,0.46363717317581177,0.25216779112815857,-0.21142348647117615,0.4055703282356262,0.4725918173789978,-0.09478460252285004,0.437296986579895,0.4690294861793518,0.09438526630401611,0.4880823791027069,0.6334225535392761,-0.238078773021698,0.4193139970302582,0.6545311212539673,0.024964982643723488,0.5289292335510254,0.8289490342140198,-0.25934523344039917,0.30969950556755066,0.801024854183197,0.08144810050725937
PullShot,0.36318087577819824,0.21054083108901978,-0.18113069236278534,0.45940759778022766,0.2206919938325882,-0.002951672999188304,0.2834675908088684,0.2423120141029358,-0.4473823606967926,0.46418073773384094,0.2589036822319031,-0.22508637607097626,0.4068508446216583,0.46955612301826477,-0.09577677398920059,0.43523159623146057,0.4676559865474701,0.09534537047147751,0.48262035846710205,0.6320684552192688,-0.2351255565881729,0.42295515537261963,0.6525775194168091,0.0355093739926815,0.5281647443771362,0.8290235996246338,-0.2430829405784607,0.30726414918899536,0.7989185452461243,0.06934555619955063
PullShot,0.5405473113059998,0.22670841217041016,0.15426364541053772,0.6327655911445618,0.2148260921239853,-0.026089191436767578,0.5427272319793701,0.24964763224124908,-0.0438043512403965,0.7007368803024292,0.24111038446426392,-0.22948433458805084,0.5662552714347839,0.4705791473388672,0.08074396848678589,0.5865689516067505,0.46740996837615967,-0.08098176121711731,0.5726373195648193,0.6575654745101929,-0.07452135533094406,0.5104439854621887,0.6365364789962769,-0.1315605491399765,0.684356689453125,0.7965009808540344,-0.09451635926961899,0.4697982668876648,0.8343310356140137,-0.15575562417507172
PullShot,0.5354741811752319,0.2276255488395691,0.14479666948318481,0.6326767206192017,0.21543437242507935,0.0001564476842759177,0.5386937260627747,0.24879203736782074,-0.08377092331647873,0.7045283317565918,0.2433224618434906,-0.21195559203624725,0.5634493827819824,0.4675215482711792,0.07617529481649399,0.5926944613456726,0.4619540572166443,-0.07644649595022202,0.5734113454818726,0.653304398059845,-0.044418662786483765,0.5066086649894714,0.6306549310684204,-0.17306391894817352,0.6875249147415161,0.8029530048370361,-0.0633811354637146,0.4676674008369446,0.8350975513458252,-0.2147052139043808
PullShot,0.5355029702186584,0.22515098750591278,0.14231570065021515,0.633512020111084,0.21775299310684204,0.009637447074055672,0.5385173559188843,0.24632810056209564,-0.09475535154342651,0.7141748070716858,0.24478277564048767,-0.20246009528636932,0.5617982745170593,0.4696945548057556,0.0739673301577568,0.5918682217597961,0.4668901562690735,-0.07425172626972198,0.5740931034088135,0.6577030420303345,-0.03764719143509865,0.5068989992141724,0.6342617273330688,-0.171172097325325,0.6873327493667603,0.8027157783508301,-0.04253734275698662,0.4669211506843567,0.8329132795333862,-0.1946035623550415
